Player,Team,Pos,# of Top 5 Szns,# of Top 12 Szns,# of Top 24 Szns,Draft,Age,Draft Year,Cr.Year,SZN Year,POS RK,PPG POS RK,TEAM POS RK,GMs,Opps,TGT%,EPG,FPOE/G,aDot,Yd/TMAtt / G,PPG (PPR),TD Rate (YD/TD),Dominator (rec),Opportunity Share (% of team - non qb - RuAtt and Tgts),PPR,.5ppr,STD,SIXPT,FFPC,DK,FD,Snaps,Snap%,Tgt,Tgt Shr,Att,% Tm Att,Opps,% Tm Opps,Yards,Att,Comp,Comp%,TD,Int,Yd/Att,Rating,Total,Completed,Conv%,AY/Att,EP,FPOE,PaEP,PaFPOE,ruEP,ruFPOE,reEP,reFPOE,Att,Yards,TD,RUSH TD% (TD/ATT),YPC,% Tm Att,FumL,Tgt,Rec,Yards,TD,TD% (REC/TD,YPR,Yd/Tgt,TGT%,AirYards,AY/Tgt,YAC,RACR,Airyards %,WOPR,AirYAC (AY+YAC),
Torrey Smith,PHI,WR,0.00,0.00,1.00,58,28,2011,7,2017,75,92,3,16,69,12.00%,6.72,-1.05,12.90,0.36,5.67,213.50,13.3%,8.1%,90.7,72.7,54.7,90.7,90.7,93.7,72.7,735,0.65,68,0.12,1,0,69,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,107.5,-16.8,0,0,0.5,-0.8,107,-16,1,-3,0,0.00%,-3,0,0,68,36,430,2,2.94%,11.9,6.3,0.12,877,12.9,135,0.49,0.17,0.3,1012,Torrey Smith7
Tyler Boyd,CIN,WR,0.00,0.00,2.00,55,23,2016,2,2017,105,93,3,10,32,10.00%,5.06,0.59,6.40,0.41,5.65,112.50,10.6%,5.0%,56.5,45.5,34.5,56.5,56.5,56.5,45.5,307,0.47,32,0.1,0,0,32,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,50.6,5.9,0,0,0,0,50.6,5.9,0,0,0,0.00%,NA,0,0,32,22,225,2,6.25%,10.2,7,0.1,205,6.4,91,1.1,0.08,0.2,296,Tyler Boyd2
Tyler Lockett,SEA,WR,0.00,1.00,3.00,69,25,2015,3,2017,57,68,3,16,81,13.00%,7.78,-0.01,12.80,0.64,7.77,306.50,16.9%,13.4%,124.3,101.8,79.3,124.3,124.3,127.3,101.8,692,0.65,71,0.13,10,0.02,81,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,124.5,-0.2,0,0,7.1,-1.3,117.3,-4.8,10,58,0,0.00%,5.8,0.02,0,71,45,555,2,2.82%,12.3,7.8,0.13,907,12.8,188,0.61,0.17,0.32,1095,Tyler Lockett3
Tyreek Hill,KC,WR,2.00,3.00,4.00,165,23,2016,2,2017,8,7,1,15,123,21.00%,11.78,4.57,11.60,1.40,16.35,177.43,41.1%,21.1%,245.2,207.7,170.2,245.2,246.2,258.2,208.7,779,0.81,105,0.21,17,0.04,122,0.14,0,1,0,0,0,1,0,0,9,0,0,9,176.7,68.5,1.2,-3.2,8.6,-2.8,166.7,68.6,17,59,0,0.00%,3.5,0.04,0,105,75,1183,7,6.67%,15.8,11.3,0.21,1218,11.6,451,0.97,0.31,0.54,1669,Tyreek Hill2
Tyrell Williams,LAC,WR,0.00,0.00,1.00,329,25,2015,3,2017,44,59,2,16,69,12.00%,6.63,2.11,14.30,0.73,8.74,182.00,23.2%,9.7%,139.8,118.3,96.8,139.8,139.8,144.8,116.3,852,0.8,69,0.12,0,0,69,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,106,33.8,0,0,0,0,106,33.8,0,0,0,0.00%,NA,0,1,69,43,728,4,5.80%,16.9,10.6,0.12,988,14.3,320,0.74,0.21,0.33,1308,Tyrell Williams3
A.J. Green,CIN,WR,2.00,4.00,6.00,4,30,2011,8,2018,42,15,1,9,77,24.00%,14.59,2.23,12.40,1.37,16.82,115.67,30.6%,12.2%,151.4,128.4,105.4,151.4,151.4,156.4,126.4,457,0.79,77,0.24,0,0,77,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,131.3,20.1,0,0,0,0,131.3,20.1,0,0,0,0.00%,NA,0,1,77,46,694,6,7.79%,15.1,9,0.24,958,12.4,162,0.72,0.37,0.61,1120,A.J. Green8
Adam Humphries,TB,WR,0.00,0.00,1.00,329,25,2015,4,2018,24,34,3,16,106,17.00%,10.83,0.97,6.30,0.82,11.79,165.40,22.2%,14.6%,188.7,150.7,112.7,188.7,188.7,188.7,150.7,781,0.7,104,0.17,2,0.01,106,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,173.2,15.5,0,0,1.9,-0.8,171.3,16.3,2,11,0,0.00%,5.5,0.01,0,104,76,816,5,4.81%,10.7,7.8,0.17,653,6.3,423,1.25,0.1,0.32,1076,Adam Humphries4
Adam Thielen,MIN,WR,0.00,3.00,3.00,329,28,2013,6,2018,7,8,1,16,160,26.00%,16.29,3.04,9.30,1.46,19.33,155.89,46.8%,22.5%,309.3,252.8,196.3,309.3,309.3,335.3,250.8,1011,0.96,155,0.26,5,0.01,160,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,260.7,48.6,0,0,2.5,0.5,258.2,48.1,5,30,0,0.00%,6,0.01,1,155,113,1373,9,5.81%,12.2,8.9,0.26,1443,9.3,416,0.95,0.33,0.62,1859,Adam Thielen6
Allen Hurns,DAL,WR,0.00,0.00,1.00,329,27,2014,5,2018,107,136,5,16,36,7.00%,3.81,0.04,11.10,0.31,3.84,147.50,11.6%,5.3%,61.5,51.5,41.5,61.5,61.5,61.5,51.5,452,0.42,36,0.07,0,0,36,0.04,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,60.9,0.6,0,0,0,0,60.9,0.6,0,0,0,0.00%,NA,0,0,36,20,295,2,5.56%,14.8,8.2,0.07,399,11.1,78,0.74,0.1,0.17,477,Allen Hurns5
Allen Robinson,CHI,WR,0.00,3.00,3.00,61,25,2014,5,2018,40,33,1,13,95,22.00%,11.76,0.18,11.70,0.96,11.95,190.75,27.5%,14.3%,155.3,127.8,100.3,155.3,155.3,157.3,125.8,765,0.86,94,0.22,1,0,95,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,152.9,2.4,0,0,0.8,0.1,152.1,2.3,1,9,0,0.00%,9,0,1,94,55,754,4,4.26%,13.7,8,0.22,1099,11.7,206,0.69,0.29,0.53,1305,Allen Robinson5
Alshon Jeffery,PHI,WR,0.00,2.00,3.00,45,28,2012,7,2018,27,23,1,13,92,20.00%,12.02,2.24,11.00,1.04,14.25,140.50,26.2%,13.2%,185.3,152.8,120.3,185.3,185.3,191.3,152.8,771,0.9,92,0.2,0,0,92,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,156.2,29.1,0,0,0,0,156.2,28.8,0,0,0,0.00%,NA,0,0,92,65,843,6,6.52%,13,9.2,0.2,1013,11,269,0.83,0.29,0.49,1282,Alshon Jeffery7
Amari Cooper,DAL,WR,0.00,1.00,5.00,4,24,2015,4,2018,19,22,1,15,110,20.00%,12.27,2.36,9.60,1.13,14.63,146.43,40.1%,16.1%,219.5,182,144.5,219.5,219.5,229.5,178,835,0.8,108,0.2,2,0.01,110,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,184.1,35.4,0,0,2.5,-0.5,181.6,35.8,2,20,0,0.00%,10,0.01,2,108,75,1005,7,6.48%,13.4,9.3,0.2,1042,9.6,415,0.96,0.28,0.5,1457,Amari Cooper4
Antonio Brown,PIT,WR,6.00,6.00,7.00,195,30,2010,9,2018,5,2,1,15,170,27.00%,18.79,2.79,11.20,1.34,21.58,86.47,47.1%,22.4%,323.7,271.7,219.7,323.7,323.7,338.7,271.7,998,0.95,169,0.27,0,0,169,0.18,0,1,0,0,0,0,0,39.6,12,0,0,12,281.8,41.9,0.3,-0.3,0,0,281.5,42.2,0,0,0,0.00%,NA,0,0,169,104,1297,15,8.88%,12.5,7.7,0.27,1891,11.2,485,0.69,0.37,0.66,2376,Antonio Brown9
Brandin Cooks,LAR,WR,0.00,1.00,5.00,20,25,2014,5,2018,13,20,3,16,126,21.00%,12.40,2.80,12.90,1.22,15.20,212.00,33.0%,15.8%,243.2,203.2,163.2,243.2,243.2,258.2,203.2,989,0.9,116,0.21,10,0.02,126,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,198.4,44.8,0,0,6.2,6.6,192.3,38.1,10,68,1,10.00%,6.8,0.02,0,116,80,1204,5,4.31%,15.1,10.4,0.21,1498,12.9,346,0.8,0.31,0.54,1844,Brandin Cooks5
Brandon LaFell,LV,WR,0.00,0.00,1.00,78,32,2010,9,2018,135,97,3,6,16,9.00%,4.80,1.45,8.30,0.38,6.25,67.50,9.1%,2.7%,37.5,31.5,25.5,37.5,37.5,37.5,31.5,233,0.61,16,0.09,0,0,16,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,28.8,8.7,0,0,0,0,28.8,8.7,0,0,0,0.00%,NA,0,0,16,12,135,2,12.50%,11.2,8.4,0.09,133,8.3,53,1.02,0.11,0.21,186,Brandon LaFell9
Calvin Ridley,ATL,WR,1.00,1.00,2.00,26,24,2018,1,2018,20,28,2,16,98,15.00%,9.71,3.34,10.20,0.88,13.05,84.80,30.5%,13.4%,208.8,176.8,144.8,208.8,208.8,210.8,174.8,644,0.61,92,0.15,6,0.02,98,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,155.3,53.5,0,0,4.3,-1.5,151.1,55,6,27,0,0.00%,4.5,0.02,1,92,64,821,10,10.87%,12.8,8.9,0.15,936,10.2,364,0.88,0.18,0.35,1300,Calvin Ridley1
Chris Godwin,TB,WR,1.00,1.00,1.00,84,22,2017,2,2018,25,35,4,16,95,15.00%,10.26,1.44,11.70,0.83,11.70,120.29,25.4%,13.1%,187.2,157.7,128.2,187.2,187.2,195.2,155.7,717,0.64,95,0.15,0,0,95,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,164.2,23,0,0,0,0,164.2,23,0,0,0,0.00%,NA,0,1,95,59,842,7,7.37%,14.3,8.9,0.15,1109,11.7,245,0.76,0.17,0.35,1354,Chris Godwin2
Cooper Kupp,LAR,WR,1.00,1.00,1.00,69,25,2017,2,2018,52,14,1,8,60,21.00%,12.40,4.49,8.20,1.13,16.89,98.50,21.0%,7.5%,135.1,115.1,95.1,135.1,135.1,138.1,115.1,439,0.83,56,0.21,4,0.02,60,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,99.2,35.9,0,0,3.3,-0.8,95.8,36.8,4,25,0,0.00%,6.2,0.02,0,56,40,566,6,10.71%,14.2,10.1,0.21,460,8.2,303,1.23,0.21,0.46,763,Cooper Kupp2
Courtland Sutton,DEN,WR,0.00,0.00,1.00,40,23,2018,1,2018,50,63,2,16,85,15.00%,8.66,-0.02,14.00,0.72,8.64,175.75,31.5%,12.9%,138.3,117.3,96.3,138.3,138.3,138.3,117.3,819,0.76,84,0.15,1,0,85,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,138.6,-0.3,0,0,0.6,-0.7,138,0.4,1,-1,0,0.00%,-1,0,0,84,42,704,4,4.76%,16.8,8.4,0.15,1178,14,163,0.6,0.27,0.41,1341,Courtland Sutton1
D.J. Chark,JAC,WR,0.00,0.00,1.00,61,22,2018,1,2018,143,146,4,11,32,8.00%,4.66,-1.81,9.80,0.24,2.85,0.00,5.0%,4.2%,31.4,24.4,17.4,31.4,31.4,30.4,22.4,291,0.4,32,0.08,0,0,32,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,51.3,-19.9,0,0,0,0,51.3,-19.9,0,0,0,0.00%,NA,0,1,32,14,174,0,0.00%,12.4,5.4,0.08,314,9.8,45,0.55,0.11,0.2,359,D.J. Chark1
D.J. Moore,CAR,WR,0.00,0.00,2.00,24,21,2018,1,2018,36,54,2,16,95,15.00%,9.06,1.13,8.40,0.99,10.19,480.00,23.2%,15.4%,163,135.5,108,163,163,163,129.5,732,0.69,82,0.15,13,0.03,95,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,144.9,18.1,0,0,9.8,4.6,135.3,10.5,13,172,0,0.00%,13.2,0.03,3,82,55,788,2,2.44%,14.3,9.6,0.15,687,8.4,412,1.15,0.16,0.34,1099,D.J. Moore1
Davante Adams,GB,WR,2.00,3.00,5.00,53,26,2014,5,2018,4,1,1,15,169,29.00%,18.73,3.24,11.30,1.53,21.97,106.62,55.4%,25.6%,329.6,274.1,218.6,329.6,329.6,344.6,274.1,954,0.94,169,0.29,0,0,169,0.19,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,281,48.6,0,0,0,0,281,48.6,0,0,0,0.00%,NA,0,0,169,111,1386,13,7.69%,12.5,8.2,0.29,1906,11.3,475,0.73,0.36,0.69,2381,Davante Adams5
DeAndre Hopkins,HOU,WR,5.00,5.00,6.00,27,26,2013,6,2018,1,3,1,16,165,33.00%,17.36,3.74,11.50,1.60,21.09,142.27,54.6%,22.0%,337.5,280,222.5,337.5,337.5,356.5,276,1084,0.99,163,0.33,1,0,164,0.17,0,1,0,0,0,0,0,39.6,17,0,0,17,277.7,59.8,1.8,-1.8,0.8,-1.5,275.1,63.1,1,-7,0,0.00%,-7,0,2,163,115,1572,11,6.75%,13.7,9.6,0.33,1869,11.5,387,0.84,0.43,0.8,2256,DeAndre Hopkins6
DeVante Parker,MIA,WR,0.00,1.00,1.00,14,25,2015,4,2018,108,108,5,11,47,16.00%,7.00,-1.46,12.90,0.54,5.54,309.00,11.3%,7.8%,60.9,48.9,36.9,60.9,60.9,63.9,48.9,411,0.65,47,0.16,0,0,47,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,77,-16.1,0,0,0,0,77,-16.4,0,0,0,0.00%,NA,0,0,47,24,309,1,2.13%,12.9,6.6,0.16,608,12.9,91,0.51,0.24,0.41,699,DeVante Parker4
Demaryius Thomas,HOU,WR,3.00,4.00,6.00,22,31,2010,9,2018,39,50,4,15,89,18.00%,9.86,0.59,10.40,0.74,10.45,135.40,24.0%,11.9%,156.7,127.2,97.7,156.7,156.7,159.7,127.2,764,0.76,89,0.18,0,0,89,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,147.9,8.8,0,0,0,0,147.9,8.8,0,0,0,0.00%,NA,0,0,89,59,677,5,5.62%,11.5,7.6,0.18,929,10.4,294,0.73,0.23,0.44,1223,Demaryius Thomas9
Devin Funchess,CAR,WR,0.00,0.00,1.00,41,24,2015,4,2018,59,62,3,14,79,16.00%,9.09,-0.31,12.80,0.64,8.78,137.25,21.0%,12.8%,122.9,100.9,78.9,122.9,122.9,122.9,100.9,622,0.67,79,0.16,0,0,79,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,127.2,-4.3,0,0,0,0,127.2,-4.3,0,0,0,0.00%,NA,0,0,79,44,549,4,5.06%,12.5,6.9,0.16,1013,12.8,77,0.54,0.27,0.43,1090,Devin Funchess4
Doug Baldwin,SEA,WR,0.00,2.00,3.00,329,30,2011,8,2018,46,45,2,13,73,22.00%,9.65,1.25,11.40,0.79,10.91,123.60,25.1%,10.3%,141.8,116.8,91.8,141.8,141.8,144.8,116.8,710,0.82,73,0.22,0,0,73,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,125.5,16.3,0,0,0,0,125.5,16.3,0,0,0,0.00%,NA,0,0,73,50,618,5,6.85%,12.4,8.5,0.22,830,11.4,156,0.74,0.27,0.52,986,Doug Baldwin8
Emmanuel Sanders,DEN,WR,1.00,1.00,4.00,82,31,2010,9,2018,23,17,1,12,103,25.00%,14.18,2.36,9.60,1.29,16.54,158.17,35.9%,15.4%,198.5,163,127.5,200.5,198.5,207.22,162.72,658,0.84,98,0.25,4,0.01,102,0.15,28,1,1,1,1,0,28,158.3,28,28,1,28,170.2,28.3,5.4,0,1.6,9.7,163.1,18.5,4,53,1,25.00%,13.2,0.01,0,98,71,868,4,4.08%,12.2,8.9,0.25,943,9.6,295,0.92,0.3,0.58,1238,Emmanuel Sanders9
Golden Tate,PHI,WR,0.00,2.00,4.00,60,30,2010,9,2018,31,32,2,15,117,21.00%,12.29,-0.10,6.70,0.88,12.19,207.25,22.1%,16.7%,182.9,145.9,108.9,182.9,182.9,188.9,145.9,606,0.62,113,0.21,4,0.01,117,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,184.4,-1.5,0,0,2.8,0.6,181.6,-2.7,4,34,0,0.00%,8.5,0.01,0,113,74,795,4,3.54%,10.7,7,0.21,761,6.7,427,1.04,0.19,0.45,1188,Golden Tate9
Jarvis Landry,CLE,WR,1.00,3.00,5.00,63,26,2014,5,2018,18,27,1,16,153,26.00%,15.73,-1.99,11.10,1.26,13.73,219.80,30.3%,26.3%,219.75,179.25,138.75,219.75,219.75,230.12,176.62,957,0.88,148,0.26,3,0.01,151,0.16,63,2,1,0.5,0,0,31.5,95.8,77,46,0.6,38.5,251.7,-31.9,3.7,1.5,3,9,245,-42.4,3,60,1,33.33%,20,0.01,1,148,81,976,4,2.70%,12,6.6,0.26,1645,11.1,274,0.59,0.3,0.61,1919,Jarvis Landry5
John Brown,BAL,WR,0.00,0.00,1.00,91,28,2014,5,2018,45,61,1,16,100,18.00%,10.43,-1.44,16.30,0.64,8.99,143.80,32.3%,13.8%,143.9,122.9,101.9,143.9,143.9,149.9,122.9,757,0.64,97,0.18,3,0.01,100,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,166.9,-23,0,0,2.5,-2.1,164.5,-20.8,3,4,0,0.00%,1.3,0.01,0,97,42,715,5,5.15%,17,7.4,0.18,1583,16.3,158,0.45,0.33,0.5,1741,John Brown5
Jordan Matthews,PHI,WR,0.00,0.00,1.00,42,26,2014,5,2018,106,125,4,14,28,6.00%,3.40,1.03,10.20,0.34,4.43,150.00,9.1%,4.0%,62,52,42,62,62,62,52,344,0.37,28,0.06,0,0,28,0.03,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,47.6,14.4,0,0,0,0,47.6,14.4,0,0,0,0.00%,NA,0,0,28,20,300,2,7.14%,15,10.7,0.06,285,10.2,83,1.05,0.07,0.13,368,Jordan Matthews5
Josh Gordon,NE,WR,1.00,1.00,1.00,329,27,2012,7,2018,49,37,2,12,71,16.00%,9.78,1.78,14.30,0.95,11.56,184.25,23.3%,9.8%,138.7,118.2,97.7,138.7,138.7,144.7,118.2,633,0.72,71,0.16,0,0,71,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,117.4,21.3,0,0,0,0,117.4,21.3,0,0,0,0.00%,NA,0,0,71,41,737,4,5.63%,18,10.4,0.16,1014,14.3,264,0.73,0.28,0.44,1278,Josh Gordon7
Juju Smith-Schuster,PIT,WR,0.00,1.00,3.00,62,22,2017,2,2018,8,9,2,16,167,25.00%,17.19,1.49,8.90,1.39,18.68,205.57,37.9%,22.1%,298.9,243.4,187.9,298.9,298.9,321.9,241.4,960,0.86,166,0.25,1,0,167,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,275,23.9,0,0,0.8,0.5,274.2,19.1,1,13,0,0.00%,13,0,1,166,111,1426,7,4.22%,12.8,8.6,0.25,1470,8.9,648,0.97,0.28,0.56,2118,Juju Smith-Schuster2
Julio Jones,ATL,WR,3.00,7.00,8.00,6,29,2011,8,2018,3,5,1,16,172,28.00%,17.85,2.77,14.00,1.74,20.62,211.13,45.0%,23.5%,329.9,273.4,216.9,329.9,329.9,357.9,269.4,818,0.77,170,0.28,2,0.01,172,0.18,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,285.6,44.3,0,0,1.4,-0.2,284.2,44.4,2,12,0,0.00%,6,0.01,2,170,113,1677,8,4.71%,14.8,9.9,0.28,2377,14,455,0.71,0.45,0.74,2832,Julio Jones8
Keenan Allen,LAC,WR,1.00,4.00,5.00,76,26,2013,6,2018,12,18,1,16,146,27.00%,14.69,1.69,8.50,1.40,16.38,211.83,37.1%,22.0%,262.1,213.6,165.1,262.1,262.1,270.1,211.6,794,0.8,137,0.27,9,0.02,146,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,235,27.1,0,0,6.5,1,228.6,26,9,75,0,0.00%,8.3,0.02,1,137,97,1196,6,4.38%,12.3,8.7,0.27,1169,8.5,403,1.02,0.3,0.61,1572,Keenan Allen6
Kelvin Benjamin,KC,WR,0.00,0.00,1.00,28,27,2014,5,2018,99,122,5,15,67,15.00%,7.30,-2.70,15.60,0.42,4.60,380.00,7.9%,9.9%,69,56.5,44,69,69,69,56.5,537,0.56,67,0.15,0,0,67,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,109.5,-40.5,0,0,0,0,109.5,-40.5,0,0,0,0.00%,NA,0,0,67,25,380,1,1.49%,15.2,5.7,0.15,1045,15.6,64,0.36,0.23,0.38,1109,Kelvin Benjamin5
Kenny Golladay,DET,WR,0.00,1.00,2.00,96,25,2017,2,2018,22,26,1,15,119,22.00%,13.03,0.78,12.50,1.18,13.81,214.20,44.5%,16.1%,207.1,172.1,137.1,207.1,207.1,216.1,172.1,904,0.9,118,0.22,1,0,119,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,195.4,11.7,0,0,0.6,0.2,194.8,11.5,1,8,0,0.00%,8,0,0,118,70,1063,5,4.24%,15.2,9,0.22,1475,12.5,350,0.72,0.39,0.61,1825,Kenny Golladay2
Marvin Jones,DET,WR,0.00,1.00,2.00,166,28,2012,7,2018,64,29,2,9,62,19.00%,11.79,1.08,14.60,0.93,12.87,101.60,28.1%,8.4%,115.8,98.3,80.8,115.8,115.8,118.8,98.3,538,0.89,62,0.19,0,0,62,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,106.1,9.7,0,0,0,0,106.1,9.7,0,0,0,0.00%,NA,0,0,62,35,508,5,8.06%,14.5,8.2,0.19,906,14.6,101,0.56,0.37,0.54,1007,Marvin Jones7
Michael Gallup,DAL,WR,0.00,0.00,1.00,81,22,2018,1,2018,79,100,3,16,68,13.00%,6.94,-0.84,14.10,0.53,6.11,253.50,16.9%,9.9%,97.7,81.2,64.7,97.7,97.7,97.7,81.2,739,0.69,68,0.13,0,0,68,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,111.1,-13.4,0,0,0,0,111.1,-13.4,0,0,0,0.00%,NA,0,0,68,33,507,2,2.94%,15.4,7.5,0.13,957,14.1,173,0.53,0.24,0.37,1130,Michael Gallup1
Michael Thomas,NO,WR,1.00,4.00,4.00,47,25,2016,3,2018,6,6,1,16,147,29.00%,15.86,4.24,7.70,1.42,20.09,156.11,47.4%,22.2%,321.5,259,196.5,321.5,321.5,331.5,255,928,0.88,147,0.29,0,0,147,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,253.7,67.8,0,0,0,0,253.7,67.8,0,0,0,0.00%,NA,0,2,147,125,1405,9,6.12%,11.2,9.6,0.29,1134,7.7,513,1.24,0.3,0.64,1647,Michael Thomas3
Mike Evans,TB,WR,1.00,2.00,7.00,7,25,2014,5,2018,9,10,1,16,139,22.00%,13.89,4.39,15.40,1.50,18.28,169.33,39.6%,19.1%,292.4,249.4,206.4,292.4,292.4,315.4,247.4,939,0.84,139,0.22,0,0,139,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,222.2,70.2,0,0,0,0,222.2,64.2,0,0,1,0.00%,NA,0,1,139,86,1524,8,5.76%,17.7,11,0.22,2147,15.4,282,0.71,0.32,0.56,2429,Mike Evans5
Nelson Agholor,PHI,WR,0.00,0.00,1.00,20,25,2015,4,2018,34,51,3,16,101,16.00%,10.10,0.25,9.90,0.78,10.35,195.75,20.9%,14.3%,165.55,133.55,101.55,165.55,165.55,168.4,133.4,985,0.9,97,0.16,3,0.01,100,0.1,15,1,1,1,0,0,15,118.8,8,8,1,8,161.6,4,0.8,0,3.5,-0.3,157.4,4.9,3,32,0,0.00%,10.7,0.01,0,97,64,736,4,4.12%,11.5,7.6,0.16,959,9.9,356,0.77,0.22,0.4,1315,Nelson Agholor4
Odell Beckham Jr.,NYG,WR,2.00,3.00,4.00,12,26,2014,5,2018,15,7,1,12,131,29.00%,18.03,1.42,11.50,1.68,19.45,147.13,36.9%,19.9%,233.4,194.9,156.4,237.4,233.4,246.34,191.84,716,0.94,124,0.29,5,0.02,129,0.19,106,2,2,1,2,0,53,158.3,68,68,1,34,216.4,17,8.6,4.6,2.2,-0.3,205.7,12.5,5,19,0,0.00%,3.8,0.02,1,124,77,1052,6,4.84%,13.7,8.5,0.29,1429,11.5,305,0.74,0.44,0.73,1734,Odell Beckham Jr.5
Randall Cobb,GB,WR,0.00,1.00,2.00,64,28,2011,8,2018,85,55,3,9,61,18.00%,10.68,-0.87,8.30,0.71,9.81,191.50,12.2%,9.2%,88.3,69.3,50.3,88.3,88.3,90.3,67.3,466,0.78,61,0.18,0,0,61,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,96.1,-7.8,0,0,0,0,96.1,-7.7,0,0,0,0.00%,NA,0,1,61,38,383,2,3.28%,10.1,6.3,0.18,507,8.3,233,0.76,0.16,0.38,740,Randall Cobb8
Rishard Matthews,NYJ,WR,0.00,0.00,1.00,227,29,2012,7,2018,178,182,6,7,9,5.00%,1.80,-0.74,5.00,0.06,1.06,0.00,0.8%,1.4%,7.4,4.9,2.4,7.4,7.4,7.4,4.9,153,0.36,9,0.05,0,0,9,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,12.6,-5.2,0,0,0,0,12.6,-5.2,0,0,0,0.00%,NA,0,0,9,5,24,0,0.00%,4.8,2.7,0.05,45,5,5,0.53,0.03,0.09,50,Rishard Matthews7
Robby Anderson,NYJ,WR,0.00,0.00,2.00,329,25,2016,3,2018,37,42,1,14,95,21.00%,10.85,0.61,15.90,0.91,11.46,124.00,42.4%,14.7%,160.4,135.4,110.4,160.4,160.4,164.4,131.4,682,0.77,93,0.21,2,0.01,95,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,151.9,8.5,0,0,-0.8,0,152.7,8.5,2,-8,0,0.00%,-4,0.01,2,93,50,752,6,6.45%,15,8.1,0.21,1482,15.9,185,0.51,0.35,0.56,1667,Robby Anderson3
Robert Woods,LAR,WR,0.00,1.00,3.00,41,26,2013,6,2018,11,16,2,16,150,24.00%,14.41,2.19,11.30,1.32,16.60,196.57,34.8%,18.9%,265.6,222.6,179.6,265.6,265.6,274.6,222.6,1041,0.95,131,0.24,19,0.04,150,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,230.6,35,0,0,17.9,3.8,212.8,31.1,19,157,1,5.26%,8.3,0.04,0,131,86,1219,6,4.58%,14.2,9.3,0.24,1483,11.3,420,0.82,0.31,0.57,1903,Robert Woods6
Sammy Watkins,KC,WR,0.00,0.00,1.00,4,25,2014,5,2018,65,39,2,10,60,16.00%,9.83,1.68,8.40,0.94,11.51,190.33,12.4%,8.8%,115.1,95.1,75.1,115.1,115.1,121.1,95.1,459,0.7,55,0.16,5,0.02,60,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,98.3,16.8,0,0,7.5,-2.2,90.8,19.1,5,52,0,0.00%,10.4,0.02,0,55,40,519,3,5.45%,13,9.4,0.16,460,8.4,238,1.13,0.14,0.33,698,Sammy Watkins5
