Name,Conference,DR,DP,Draft Year,Age IN DRAFT YEAR,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Yards Dominator,RecYds/TmPatt First,RecYds/TmPatt Best,RecYds/TmPatt Last,RecYds/TmPatt AVG,RecYds/TmPatt Above Team AVG First,RecYds/TmPatt Above Team AVG Best,RecYds/TmPatt Above Team AVG Last,RecYds/TmPatt Above Team AVG AVG,Dominator First Season,Dominator Best Season,Dominator Last Season,Dominator AVG Season,DOa First,DOa Best,DOa Last,DOa AVG,MS Yards First,MS Yards Best,MS Yards Last,MS Yards AVG,YOa First,YOa Best,YOa Last,YOa AVG,PPG Above conference expectation (Last Year),AVG S/EX (Yds Share Over Expectation),Last S/EX (Yds Share Over Expectation),TeamMate Score (TeamMate Over Expected),BMI Bucket,BMI,40 time,height,weight,Bench,Verticle,Broad,Shuttle,3 Cone,WaSS,HaSS,Hand Size,Arm Length,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,# of top  36 finishes,# of 1000 Rec yards seasons,AVG PPG (PPR) Season 1-3
Travis Wilson,2,3,78,2006,22,4,34,9.209875541,104,1304,12.53846154,3.058823529,2,0.19,0.11,0.5929018789,1.62962963,0.9226190476,0.8161919453,-0.01819266329,1.150181554,0.5256696429,0.5525528446,0.027,0.253,0.123,0.121,-0.17,-0.21,-0.07,-0.15,0.02,0.15,0.20,0.13,-0.17,-0.16,-0.09,-0.14,-1.916370484,-0.15,-0.04,-0.05,27,27.47569212,4.52,74,214,10,36.5,120,4.03,6.71,102.5392248,103.9282326,10.5,33,0,0,0,0,0,1.3
Jason Avant,4,4,109,2006,23,4,37,10.44488636,169,2247,13.29585799,4.567567568,1,0.36,0.18,1.621848739,2.474201474,2.474201474,1.304507611,1.210784314,2.004914005,2.004914005,1.226846501,0.003,0.362,0.362,0.163,-0.17,0.00,0.00,-0.12,0.01,0.38,0.38,0.25,-0.07,0.06,0.06,-0.05,4.667748968,-0.04,0.09,-0.02,28,28.35686105,4.67,72.5,212,20,36.5,121,4.24,7.07,89.14527608,86.7262372,9.400471014,31.96614679,0,0,0,0,0,4.15
Skyler Green,11,4,125,2006,21,3,34,8.154166667,104,1006,9.673076923,3.058823529,5,0.10,0.14,1.294264339,1.294264339,0.7444444444,0.9105822528,0.7527847049,0.7527847049,0.1666666667,0.3672432842,0.163,0.163,0.046,0.111,-0.04,-0.27,-0.04,-0.15,0.16,0.09,0.16,0.13,-0.02,-0.20,-0.02,-0.12,-1.88053663,-0.15,0.02,-0.02,28,28.25070222,4.545,69.125,192,10,34,119,4.25,6.89,89.99029472,79.58535636,9.5,33.5,0,0,0,0,0,3.2
Josh Boyce,2,4,102,2013,22,3,37,14.90747863,161,2535,15.74534161,4.35,1.00,0.31,0.26,1.95,2.86,2.24,2.35,1.35,2.20,1.69,1.74,0.21,0.35,0.28,0.28,-0.04,-0.05,0.03,-0.02,0.22,0.29,0.33,0.28,-0.02,-0.02,0.04,0.00,-0.54,0.00,0.01,0.00,28.00,28.63,4.38,71.13,206.00,22.00,34.00,131.00,4.10,6.68,111.94,104.81,9.25,31.25,0.00,0.00,0.00,0.00,0.00,3.52
David Anderson,8,7,251,2006,23,4,42,15.64080586,223,3634,16.29596413,5.30952381,1,0.37,0.27,0.5128205128,3.652542373,3.060150376,2.479730751,-0.09496676163,2.893126177,2.344402673,1.800518195,0.068,0.405,0.338,0.260,-0.18,-0.02,0.09,-0.06,0.07,0.36,0.40,0.36,-0.17,0.03,0.11,0.00,6.855747414,0.07,0.07,0.02,27,27.15947071,4.625,70.5,192,10,34,117.5,4.24,6.88,83.92363303,77.20243069,9.5,29.88,0,0,0,0,0,4.92
Quinton Patton,13,4,128,2013,23,2,25,23.72403846,183,2594,14.17486339,7.32,1.00,0.41,0.32,2.51,2.62,2.62,2.57,2.03,2.09,2.09,2.06,0.45,0.45,0.36,0.41,0.13,0.03,0.13,0.08,0.37,0.33,0.37,0.35,0.08,0.02,0.08,0.05,10.42,0.07,0.05,0.00,27.00,27.67,4.53,72.00,204.00,8.00,35.00,116.00,4.01,6.91,96.89,92.96,9.38,32.88,0.00,0.00,0.00,0.00,0.00,2.69
Ace Sanders,11,4,101,2013,21,3,34,9.156565657,98,1231,12.56122449,2.88,2.00,0.24,0.15,0.82,1.46,1.46,1.16,0.24,0.96,0.96,0.61,0.09,0.24,0.24,0.16,-0.11,-0.08,-0.08,-0.10,0.09,0.17,0.17,0.14,-0.09,-0.12,-0.08,-0.09,2.47,-0.13,-0.01,-0.02,27.00,27.10,4.59,67.00,173.00,7.00,32.00,115.50,4.37,6.81,77.95,64.76,8.88,29.50,0.00,0.00,0.00,0.00,0.00,4.38
Mike Williams,9,1,10,2005,21,2,26,24.00961538,176,2579,14.65340909,6.769230769,1,0.38,0.32,2.560728745,2.979591837,2.979591837,2.770160291,1.984094853,2.473922902,2.473922902,2.229008878,0.371,0.378,0.378,0.375,0.17,0.13,0.17,0.15,0.32,0.35,0.35,0.33,0.14,0.11,0.14,0.12,9.743457515,0.04,0.06,-0.04,27,27.42160146,4.6,76.625,229,10,37.5,123,4.28,7,102.2902291,111.1630138,9.25,32.5,0,0,0,0,0,3.185
Marquise Goodwin,2,3,78,2013,22,4,42,8.550454545,120,1364,11.36666667,2.86,3.00,0.13,0.11,0.52,1.18,0.85,0.82,-0.03,0.85,0.38,0.36,0.05,0.15,0.11,0.10,-0.15,-0.22,-0.14,-0.17,0.07,0.10,0.17,0.11,-0.11,-0.21,-0.11,-0.14,-0.41,-0.17,-0.04,-0.01,27.00,27.12,4.27,68.88,183.00,13.00,42.00,132.00,4.14,6.71,110.10,96.66,8.63,31.50,0.00,0.00,0.00,1.00,0.00,4.31
Roddy White,5,1,27,2005,23,4,41,14.4157197,163,3112,19.09202454,3.975609756,1,0.51,0.27,1.676300578,4.022160665,4.022160665,2.27607635,1.320809249,3.413335972,3.413335972,2.25420168,0.200,0.505,0.505,0.329,-0.09,0.15,0.15,0.04,0.15,0.47,0.47,0.35,-0.03,0.15,0.15,0.05,9.757641028,0.07,0.19,0.05,27,27.1239787,4.51,73.25,207,18,41,126,4.06,7.17,100.0677589,99.37728248,8.5,32.25,3,5,7,7,6,8.28
Kenny Stills,2,5,144,2013,21,3,38,16.22713953,204,2594,12.71568627,5.37,1.00,0.29,0.18,1.24,1.68,1.68,1.46,0.70,1.13,1.13,0.91,0.15,0.29,0.29,0.22,-0.05,-0.03,-0.02,-0.03,0.16,0.22,0.22,0.19,-0.02,-0.07,-0.02,-0.05,1.42,-0.09,-0.06,-0.01,25.00,25.95,4.38,72.50,194.00,16.00,33.50,124.00,4.27,7.18,105.42,102.56,9.00,30.50,0.00,0.00,0.00,1.00,0.00,8.40
Marquess Wilson,10,7,236,2013,20,2,21,21.31388889,134,2201,16.42537313,6.38,1.00,0.30,0.25,2.83,2.83,1.30,2.07,2.30,2.30,0.91,1.60,0.38,0.38,0.21,0.30,0.18,-0.04,0.18,0.07,0.36,0.21,0.36,0.28,0.18,-0.03,0.18,0.07,1.41,0.02,-0.06,-0.03,24.00,24.49,4.51,74.63,194.00,7.00,34.50,122.00,4.33,6.65,93.78,96.67,9.25,31.13,0.00,0.00,0.00,0.00,0.00,4.50
Mark Clayton,2,1,22,2005,23,4,51,14.08855311,220,3236,14.70909091,4.31372549,1,0.30,0.21,1.038,2.974947808,2.162962963,1.79278152,0.6141428571,2.363853266,1.683514887,1.293368183,0.159,0.348,0.244,0.228,-0.09,-0.11,0.02,-0.09,0.17,0.27,0.35,0.23,-0.06,-0.06,0.04,-0.06,-1.138334017,-0.05,-0.02,-0.01,27,27.39799617,4.44,70.375,193,10,36.5,118,4.07,6.95,99.3242797,91.04646077,9.400471014,31.96614679,0,0,0,1,0,9.19
Justin Brown,2,6,186,2013,22,4,40,8.4995338,146,1926,13.19178082,3.65,2.00,0.20,0.14,1.07,1.54,1.54,1.05,0.63,1.06,0.99,0.89,0.01,0.21,0.18,0.13,-0.15,-0.15,-0.11,-0.14,0.03,0.20,0.22,0.19,-0.09,-0.11,-0.07,-0.09,1.94,-0.09,0.01,-0.02,25.00,25.79,4.65,75.13,207.00,8.00,30.50,117.00,4.36,7.01,88.55,92.50,9.40,31.97,0.00,0.00,0.00,0.00,0.00,3.57
Kevin Dorsey,0,7,224,2013,23,4,31,6.652291667,80,1092,13.65,2.58,3.00,0.21,0.10,0.48,1.32,1.04,0.72,0.06,0.93,0.44,0.48,0.00,0.22,0.19,0.12,-0.25,-0.17,-0.11,-0.18,0.01,0.14,0.23,0.19,-0.22,-0.18,-0.08,-0.16,-2.20,-0.09,0.00,0.04,27.00,27.03,4.52,73.38,207.00,17.00,38.00,121.75,4.33,7.13,99.19,98.84,9.40,31.97,0.00,0.00,0.00,0.00,0.00,1.40
Brice Butler,8,7,209,2013,23,4,36,5.210497835,65,901,13.86153846,1.81,2.00,0.17,0.08,0.77,1.13,1.13,0.46,0.26,0.51,0.51,0.19,0.11,0.17,0.17,0.09,-0.14,-0.19,-0.14,-0.21,0.10,0.15,0.15,0.13,-0.14,-0.17,-0.14,-0.19,-3.78,-0.16,-0.05,0.05,26.00,26.57,4.42,75.25,214.00,10.00,39.00,129.00,4.45,6.75,112.14,117.53,9.40,31.97,0.00,0.00,0.00,0.00,0.00,4.64
Matt Jones,11,1,21,2005,22,4,46,18.96431225,4,58,14.5,0.08695652174,14,0.00,0.01,0.07835820896,0.08417508418,0,0.06733565911,-0.2982742537,-0.2982742537,-0.6251012146,-0.4504994085,0.007,0.007,0.000,0.005,-0.19,-0.32,-0.19,-0.25,0.01,0.00,0.01,0.01,-0.17,-0.31,-0.17,-0.25,17.91718278,-0.27,0.00,0.01,27,27.78721241,4.4,78.25,242,10,39.5,129,4.09,6.62,129.1322314,146.3503735,8.625,32,0,0,0,1,0,7.035
AJ Jenkins,4,1,30,2012,22,4,37,12.29108974,167,2432,14.56287425,4.51,1.00,0.55,0.24,2.63,3.53,3.53,1.82,2.26,3.09,3.09,2.68,0.11,0.55,0.55,0.28,0.07,0.22,0.22,0.14,0.09,0.53,0.53,0.46,0.09,0.23,0.23,0.16,6.26,0.17,0.25,0.02,25.00,25.59,4.39,72.25,190.00,12.00,38.50,124.00,4.17,6.78,102.31,98.85,9.50,32.75,0.00,0.00,0.00,0.00,0.00,2.28
Brandon Jones,2,3,96,2005,22,4,33,7.129166667,82,1187,14.47560976,2.484848485,4,0.14,0.08,1.480167015,1.480167015,0.8518518519,0.6609807932,0.8690724724,0.8690724724,0.3724037763,0.6207381244,0.003,0.180,0.094,0.088,-0.14,-0.24,-0.14,-0.19,0.01,0.10,0.17,0.14,-0.12,-0.20,-0.12,-0.16,-2.683656509,-0.14,0.00,-0.01,27,27.16222946,4.475,73.375,208,17,42,127,4.31,7.19,103.7340113,103.3703157,9,31,0,0,0,0,0,7.19
Dante Ridgeway,7,6,192,2005,21,3,33,20.27025253,238,3030,12.73109244,7.212121212,1,0.59,0.39,1.606936416,3.974431818,3.974431818,2.7095872,1.090558767,3.471809441,3.471809441,2.204043747,0.230,0.590,0.590,0.415,0.03,0.27,0.27,0.16,0.26,0.61,0.61,0.42,0.08,0.32,0.32,0.18,10.70477028,0.12,0.31,0.02,29,29.46385777,4.63,71.125,212,15,34.5,117.5,4.35,7.27,92.26604237,86.38953294,9,29.5,0,0,0,0,0,4.6
Tab Perry,9,6,190,2005,23,4,32,8.112670455,84,1547,18.41666667,2.625,4,0.17,0.13,1.429553265,1.901907357,1.056338028,1.136894566,0.9143041237,1.320942001,0.4223004695,0.8858488647,0.010,0.164,0.138,0.114,-0.09,-0.22,-0.09,-0.16,0.02,0.14,0.23,0.23,-0.07,-0.18,-0.06,-0.10,0.4981150331,-0.06,0.03,-0.06,27,27.74149596,4.52,74.5,219,10,34.5,118,4.27,7.17,104.9350011,107.7989706,9.625,31.5,0,0,0,0,0,3.816666667
Larry Fitzgerald,3,1,3,2004,21,2,25,25.12788462,161,2677,16.62732919,6.44,1,0.51,0.38,2.716216216,3.915690867,3.915690867,3.315953541,2.08536036,3.240857503,3.240857503,2.663108932,0.452,0.513,0.513,0.483,0.25,0.26,0.26,0.26,0.36,0.45,0.45,0.40,0.18,0.21,0.21,0.19,16.41026638,0.12,0.17,0.06,28,28.21676067,4.53,74.875,225,10,35.90447598,121.7511416,4.25149061,6.964760192,106.8611161,110.8859619,10.5,31.96614679,3,8,11,15,8,15.54666667
Lee Evans,4,1,13,2004,23,3,37,17.61047009,169,3306,19.56213018,4.567567568,1,0.62,0.39,2.099616858,4.696048632,3.664652568,3.486772686,1.468390805,3.724924012,3.094058409,2.762457742,0.246,0.575,0.575,0.463,-0.01,0.22,0.25,0.15,0.28,0.43,0.60,0.44,0.04,0.11,0.32,0.15,5.683393608,0.14,0.14,0.05,27,27.57264249,4.43,70.875,197,10,34.5,120,4.07,6.79,102.3013387,95.11308423,9.13,32.38,0,1,1,5,1,12.86
Kendall Wright,2,1,20,2012,22,4,50,18.80144231,302,4004,13.25827815,6.04,1.00,0.36,0.29,2.24,3.92,3.92,2.48,1.70,3.20,3.20,1.94,0.31,0.36,0.36,0.31,0.10,0.02,0.10,0.03,0.30,0.36,0.36,0.29,0.12,0.06,0.12,0.04,11.13,0.02,0.08,0.05,27.00,27.92,4.54,70.25,196.00,4.00,38.50,121.00,4.18,6.93,92.27,84.28,8.63,30.50,0.00,0.00,1.00,1.00,1.00,12.03
Reggie Williams,9,1,9,2004,21,3,36,19.90804196,238,3536,14.85714286,6.611111111,1,0.41,0.30,2.501285347,2.501285347,2.310416667,2.384362292,1.934814543,1.93587963,1.93587963,1.897815165,0.258,0.407,0.407,0.341,0.06,0.09,0.11,0.08,0.32,0.34,0.34,0.33,0.13,0.05,0.13,0.09,5.048103549,0.03,0.05,0.01,28,28.05876265,4.61,75.75,229,10,36,119,4.39,7.06,101.405562,107.698887,9.400471014,31.96614679,0,0,0,0,0,6.023333333
Stephen Hill,0,2,43,2012,21,3,31,7.518269231,49,1248,25.46938776,1.58,1.00,0.45,0.24,0.83,5.03,5.03,2.54,-0.51,3.77,3.77,1.45,0.08,0.45,0.45,0.28,-0.12,0.13,0.13,0.02,0.08,0.44,0.44,0.35,-0.10,0.15,0.15,0.03,-3.56,0.08,0.17,0.05,26.00,26.17,4.36,76.00,215.00,14.00,39.50,133.00,4.48,6.88,118.99,127.21,9.38,33.38,0.00,0.00,0.00,0.00,0.00,5.60
Michael Floyd,6,1,13,2012,22,4,42,21.02304945,271,3686,13.60147601,6.45,1.00,0.39,0.25,1.62,2.42,2.42,1.99,1.02,1.85,1.85,1.43,0.25,0.39,0.39,0.32,0.05,0.06,0.06,0.04,0.23,0.35,0.35,0.30,0.04,0.04,0.04,0.02,7.19,-0.02,0.04,0.02,27.00,27.77,4.47,74.63,220.00,16.00,36.50,122.00,4.42,7.16,110.21,113.60,9.38,32.88,0.00,0.00,0.00,1.00,0.00,8.99
Justin Blackmon,2,1,5,2012,22,3,35,23.60619658,252,3564,14.14285714,7.20,1.00,0.43,0.25,0.78,3.35,2.56,2.23,0.31,2.85,1.99,1.72,0.11,0.48,0.38,0.32,-0.15,0.04,0.16,0.02,0.11,0.30,0.40,0.27,-0.13,0.00,0.11,-0.01,12.27,-0.01,0.02,-0.01,27.00,27.40,4.51,72.88,207.00,14.00,35.00,123.00,4.43,7.18,100.07,98.36,9.25,32.50,0.00,0.00,0.00,1.00,0.00,15.01
Keary Colbert,9,2,62,2004,22,4,47,12.8575,205,2926,14.27317073,4.361702128,2,0.25,0.20,1.081081081,2.297052154,2.297052154,1.651401277,0.5356895357,1.79138322,1.79138322,1.123042367,0.155,0.249,0.249,0.191,-0.05,-0.08,-0.05,-0.09,0.15,0.27,0.27,0.21,-0.03,-0.04,-0.03,-0.05,5.585695547,-0.08,0.07,0.10,27,27.40384594,4.6,72.875,207,10,30,121.7511416,4.25149061,6.964760192,97.67981697,95.79494826,9.400471014,31.96614679,0,0,0,0,0,5.433333333
Alshon Jeffery,11,2,45,2012,22,3,38,16.23085248,183,3042,16.62295082,4.82,1.00,0.40,0.31,1.74,3.91,2.42,2.69,1.32,3.34,1.84,2.17,0.30,0.42,0.37,0.36,0.04,0.04,0.10,0.06,0.26,0.32,0.45,0.35,0.02,0.02,0.17,0.07,-1.16,0.07,0.05,0.00,27.00,27.09,4.53,74.88,216.00,10.00,36.50,122.00,4.22,6.76,102.59,106.45,10.25,33.00,0.00,2.00,3.00,4.00,2.00,14.28
Devard Darling,9,3,82,2004,22,3,27,12.19294872,106,1666,15.71698113,3.925925926,1,0.29,0.14,1.746724891,1.746724891,1.736401674,1.186628542,1.153306301,1.153306301,1.065804488,1.109555395,0.018,0.288,0.277,0.194,-0.03,-0.06,-0.03,-0.04,0.01,0.24,0.24,0.22,-0.08,-0.07,-0.07,-0.07,-1.076896451,-0.07,-0.06,-0.01,28,28.00568196,4.53,73.125,213,10,37,129,4.32,7.44,101.1618566,100.1214687,9.63,32.25,0,0,0,0,0,2.5
Jerricho Cotchery,0,4,108,2004,22,4,41,13.59878455,200,3119,15.595,4.87804878,1,0.32,0.19,1.254545455,2.771255061,2.771255061,1.716093865,0.7112887113,2.191169028,2.191169028,1.68557261,0.012,0.347,0.292,0.213,-0.05,-0.04,0.03,-0.02,0.02,0.30,0.34,0.27,-0.06,-0.01,0.05,0.00,8.060060946,0.00,0.02,0.00,28,28.35686105,4.595,72.5,212,10,36,121,3.91,6.93,95.10947704,92.52876232,9.5,31,0,0,2,4,1,6.413333333
Devery Henderson,11,2,50,2004,22,4,39,8.791696429,81,1335,16.48148148,2.076923077,2,0.35,0.11,0.07122507123,2.14713217,2.14713217,0.8996520091,-0.520052597,1.605652535,1.605652535,0.3535368327,0.005,0.362,0.316,0.171,-0.20,-0.02,0.04,-0.11,0.01,0.26,0.26,0.24,-0.17,-0.04,-0.04,-0.13,4.422274967,-0.03,0.08,0.05,27,27.23023654,4.41,71.5,198,10,35.90447598,121.7511416,4.25149061,6.964760192,97.67981697,95.79494826,9.400471014,31.96614679,0,0,0,0,0,8.8
Rueben Randle,11,2,63,2012,21,3,32,9.662987013,96,1636,17.04166667,3.00,1.00,0.40,0.22,0.52,3.30,3.30,1.88,0.05,2.71,2.71,1.38,0.09,0.40,0.40,0.26,-0.11,0.09,0.09,0.00,0.07,0.43,0.43,0.35,-0.11,0.14,0.14,0.02,-0.72,0.08,0.16,0.05,26.00,26.34,4.52,74.88,210.00,15.00,31.00,121.00,4.49,6.99,101.07,104.88,9.50,33.00,0.00,0.00,0.00,0.00,0.00,8.31
Johnnie Morant,3,5,134,2004,22,3,31,9.128148148,88,1535,17.44318182,2.838709677,1,0.43,0.21,1.642570281,2.577419355,2.577419355,1.733990539,1.018406961,1.995698925,1.995698925,1.181745672,0.210,0.435,0.435,0.239,-0.04,0.10,0.10,-0.06,0.22,0.37,0.37,0.24,-0.02,0.06,0.06,-0.03,-0.6038361884,-0.04,0.09,0.03,27,27.87446914,4.545,76,229,10,41,121.7511416,4.22,7.34,107.3321744,114.747207,9.38,34.38,0,0,0,0,0,2.185
Triandos Luke,11,6,171,2004,22,4,32,6.394886364,90,1072,11.91111111,2.8125,3,0.21,0.12,0.5868725869,1.564935065,1.119170984,0.822599028,-0.06338481338,1.02965368,0.6889464594,0.5517384419,0.002,0.204,0.204,0.130,-0.12,-0.13,-0.12,-0.13,0.00,0.17,0.19,0.18,-0.16,-0.13,-0.09,-0.13,-0.7594265593,-0.09,0.04,-0.01,27,27.7545817,4.405,71,199,15,38.25,124,4.17,7.06,105.7059469,98.62566072,9,34,0,0,0,0,0,5.6
Andre Johnson,3,1,3,2003,22,3,26,12.6510101,92,1831,19.90217391,3.538461538,1,0.32,0.16,2.005882353,2.533642691,2.533642691,1.569388033,1.381674208,2.029343524,2.029343524,1.705508866,0.029,0.332,0.288,0.217,0.01,-0.04,0.01,-0.02,0.02,0.30,0.30,0.27,-0.04,-0.01,-0.01,-0.03,4.174650919,-0.01,0.01,-0.01,29,29.52994947,4.46,74,230,10,40,130.5,4.15,6.964760192,116.2568086,117.832642,9.13,34,2,6,8,10,7,12.95666667
Tyrone Calico,12,2,60,2003,22,3,33,12.39070707,129,1941,15.04651163,3.909090909,1,0.50,0.25,2.054644809,2.3671875,2.3671875,2.100825823,1.400645802,1.8515625,1.8515625,1.550795838,0.250,0.497,0.497,0.325,0.00,0.16,0.16,0.02,0.29,0.33,0.33,0.28,0.05,0.02,0.05,0.00,-3.061022285,0.00,0.05,0.02,27,27.32359856,4.42,75.75,223,10,38,127,4.26,6.73,116.8545914,124.1068791,9.63,34.38,0,0,0,0,0,4.493333333
Anquan Boldin,0,2,54,2003,22,2,26,15.37440476,106,1675,15.80188679,4.076923077,1,0.41,0.23,1.415778252,2.424460432,2.424460432,1.920119342,0.8699360341,1.952038369,1.952038369,1.410987202,0.155,0.412,0.412,0.284,-0.10,0.08,0.08,-0.01,0.14,0.34,0.34,0.24,-0.09,0.04,0.04,-0.03,4.737307202,-0.03,0.06,0.03,28,28.792526,4.71,72.625,216,10,33.5,114,4.33,7.35,87.780918,85.69376619,9.88,30,3,3,9,11,5,17.67333333
Bethel Johnson,2,2,45,2003,24,3,13,10.27272727,90,1226,13.62222222,6.923076923,2,0.28,0.14,1.23943662,1.693396226,1.693396226,1.041822469,0.7187122736,1.060534591,1.060534591,0.8896234324,0.085,0.278,0.278,0.126,-0.25,-0.10,-0.10,-0.18,0.17,0.22,0.22,0.20,-0.14,-0.18,-0.14,-0.16,2.699288268,-0.09,0.03,0.02,28,28.03352222,4.385,71,201,17,38.5,127,4.25149061,6.964760192,108.7295679,101.4469305,8.5,31.25,0,0,0,0,0,4.1
Devier Posey,4,3,68,2012,23,4,35,11.77371795,136,1955,14.375,3.89,4.00,0.25,0.19,2.63,2.63,0.67,1.54,1.98,1.98,1.93,1.96,0.06,0.39,0.10,0.20,0.07,-0.07,0.07,0.00,0.06,0.10,0.37,0.33,0.08,-0.02,0.08,0.03,4.81,0.04,0.00,-0.08,27.00,27.37,4.50,73.63,211.00,14.00,36.50,123.00,4.15,7.03,102.91,103.25,9.63,31.63,0.00,0.00,0.00,0.00,0.00,3.25
TY Hilton,12,3,92,2012,22,4,48,17.10664336,229,3531,15.41921397,4.77,1.00,0.42,0.29,2.88,2.88,2.67,2.31,2.44,2.44,2.15,1.87,0.40,0.42,0.42,0.36,0.20,0.09,0.20,0.08,0.39,0.37,0.39,0.33,0.20,0.06,0.20,0.07,4.14,0.07,0.11,0.03,26.00,26.64,4.39,69.50,183.00,7.00,35.50,119.00,4.41,7.08,98.54,88.10,8.50,32.00,1.00,2.00,5.00,6.00,4.00,14.33
Ryan Broyles,2,2,54,2012,24,4,39,23.18897283,349,4586,13.14040115,8.95,1.00,0.37,0.25,1.34,2.56,1.99,2.01,0.74,2.02,1.43,1.46,0.13,0.42,0.30,0.30,-0.19,-0.08,0.08,-0.05,0.14,0.25,0.34,0.26,-0.15,-0.15,0.02,-0.07,11.27,-0.02,-0.03,0.00,27.00,27.45,4.57,70.13,192.00,21.00,35.90,121.75,4.25,6.96,97.68,95.79,9.00,30.25,0.00,0.00,0.00,0.00,0.00,4.13
Bobby Wade,9,5,139,2003,22,3,33,18.13550505,200,2897,14.485,6.060606061,1,0.44,0.36,2.327137546,3.237762238,3.237762238,2.653879638,1.753970936,2.696503497,2.696503497,2.11616056,0.351,0.435,0.435,0.379,0.10,0.10,0.10,0.08,0.37,0.40,0.40,0.36,0.13,0.09,0.13,0.09,7.692083665,0.07,0.11,0.04,27,27.49558468,4.66,70.25,193,10,34.5,115,4.11,7.01,81.85470316,74.76601255,9.75,31.5,0,0,0,0,0,3.623333333
Doug Gabriel,7,5,167,2003,23,2,20,20.19583333,97,1869,19.26804124,4.85,1,0.36,0.22,0.8326745718,1.321581197,1.321581197,1.077127884,0.553442029,1.048290598,1.048290598,0.8008663136,0.307,0.339,0.339,0.323,-0.01,0.01,0.01,0.00,0.19,0.32,0.32,0.32,-0.10,0.02,0.02,-0.04,7.377751118,0.02,0.02,0.03,27,27.16345415,4.54,74.25,213,10,35.5,116,4.16,7.05,100.2735031,102.3196555,9.88,32.5,0,0,0,0,0,5.443333333
Mohamed Sanu,3,3,83,2012,23,3,38,17.13696581,210,2263,10.77619048,5.53,1.00,0.36,0.30,1.95,2.54,2.54,1.93,1.32,2.06,2.06,1.37,0.23,0.36,0.36,0.25,-0.02,0.03,0.03,-0.06,0.26,0.38,0.38,0.27,0.02,0.08,0.08,0.00,6.90,0.00,0.10,0.02,27.00,27.46,4.63,73.50,211.00,19.00,36.00,126.00,4.24,6.88,91.83,91.82,10.13,33.50,0.00,0.00,0.00,3.00,0.00,9.87
Chris Givens,7,4,96,2012,23,4,33,9.235227273,97,1426,14.70103093,2.94,1.00,0.26,0.10,0.89,1.23,0.84,0.82,0.54,0.78,0.26,0.53,0.15,0.45,0.08,0.17,-0.05,-0.25,0.20,-0.04,0.14,0.11,0.20,0.15,-0.04,-0.20,-0.04,-0.09,-8.62,-0.14,-0.18,0.03,27.00,27.52,4.41,71.13,198.00,19.00,33.75,118.00,4.23,6.97,104.70,98.03,8.25,31.25,0.00,0.00,0.00,0.00,0.00,6.27
Talman Gardner,0,7,231,2003,23,3,30,10.8729304,83,1472,17.73493976,2.766666667,2,0.29,0.15,0.4221748401,1.996923077,1.498800959,1.305966292,-0.1236673774,1.352527473,1.026378897,0.7517463307,0.021,0.322,0.254,0.199,-0.30,-0.10,-0.01,-0.14,0.04,0.21,0.22,0.22,-0.25,-0.11,-0.08,-0.15,0.4887495216,-0.06,0.03,0.03,27,27.32623995,4.45,72.625,205,10,34.5,116,4.43,7.54,104.5547608,102.0688316,8.13,30.25,0,0,0,0,0,2.39
Jarius Wright,11,4,118,2012,22,4,45,13.096875,168,2934,17.46428571,3.73,1.00,0.37,0.17,0.79,2.38,2.38,1.60,0.40,1.86,1.86,1.11,0.11,0.37,0.37,0.20,-0.09,0.04,0.04,-0.07,0.11,0.29,0.29,0.21,-0.07,-0.02,-0.02,-0.06,6.33,-0.06,0.01,0.00,26.00,26.40,4.42,69.63,182.00,11.00,38.00,120.00,4.03,6.93,95.37,85.57,8.50,31.50,0.00,0.00,0.00,0.00,0.00,7.36
Nick Toon,4,4,122,2012,23,4,43,11.58426816,171,2447,14.30994152,3.98,2.00,0.29,0.21,0.78,2.84,2.84,1.91,0.25,2.00,2.00,1.22,0.10,0.29,0.29,0.21,-0.15,-0.07,-0.05,-0.11,0.10,0.28,0.29,0.25,-0.13,-0.04,0.00,-0.08,5.95,-0.03,0.10,0.00,27.00,27.70,4.51,73.88,215.00,18.00,38.25,121.75,4.25,6.96,103.94,104.99,9.00,32.50,0.00,0.00,0.00,0.00,0.00,5.23
TJ Graham,0,3,69,2012,23,4,37,7.910909091,99,1453,14.67676768,2.68,1.00,0.23,0.10,0.64,1.62,1.62,0.79,0.19,1.18,1.18,0.53,0.05,0.23,0.23,0.11,-0.21,-0.13,-0.13,-0.18,0.09,0.24,0.24,0.14,-0.14,-0.08,-0.08,-0.15,-0.95,-0.14,-0.04,-0.03,25.00,25.95,4.56,71.38,188.00,8.00,33.50,120.00,4.33,6.92,87.34,82.36,9.00,32.75,0.00,0.00,0.00,0.00,0.00,3.74
Marvin Jones,10,5,166,2012,22,4,39,9.885096154,156,2270,14.55128205,4.00,2.00,0.28,0.20,1.66,2.30,1.92,1.48,1.13,1.91,1.49,1.51,0.00,0.31,0.22,0.20,0.03,-0.11,0.03,-0.03,0.00,0.26,0.36,0.28,-0.01,-0.04,0.07,0.01,0.49,0.02,0.08,0.06,25.00,25.64,4.46,73.88,199.00,22.00,33.00,112.00,4.11,6.81,100.59,101.61,10.00,33.13,0.00,1.00,2.00,3.00,1.00,8.10
